apipor1	Apiotrichum	porosum		20181212	SAMN10458770	SAMN10458770	20210414	ncbi	2018/12/12	apipor1.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales	Trichosporonaceae					starfish	mycodb	tyr															
aplpru1	Aplosporella	prunicola	CBS121167	v1.0		Aplpr1	20210414	jgi	Haridas S et al.,2020	aplpru1.fa		dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales	Aplosporellaceae					starfish	mycodb	tyr															
apooss1	Apophysomyces	ossiformis		20201002	SAMN10361476	SAMN10361476	20210414	ncbi	2020/10/02	apooss1.fa		Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucoraceae		Mucorineae			starfish	mycodb	tyr															
aposp.1	Apophysomyces	sp.	BC1021	20201216	SAMN09083213	SAMN09083213	20210414	ncbi	2020/12/16	aposp.1.fa		Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucoraceae		Mucorineae			starfish	mycodb	tyr															
aposp.2	Apophysomyces	sp.	BC1015	20201216	SAMN09083227	SAMN09083227	20210414	ncbi	2020/12/16	aposp.2.fa		Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucoraceae		Mucorineae			starfish	mycodb	tyr															
aposp.3	Apophysomyces	sp.	BC1034	20201216	SAMN09083216	SAMN09083216	20210414	ncbi	2020/12/16	aposp.3.fa		Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucoraceae		Mucorineae			starfish	mycodb	tyr															
armcep1	Armillaria	cepistipes	B5	0.0		Armcep1	20210414	jgi	Sipos G et al.,2017	armcep1.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Physalacriaceae					starfish	mycodb	tyr															
armgal1	Armillaria	gallica	212	v1.0		Armga1	20210414	jgi	Sipos G et al.,2017	armgal1.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Physalacriaceae					starfish	mycodb	tyr															
armmel2	Armillaria	mellea	DSM3731	0.0		Armme1_1	20210414	jgi	Collins C et al.,2013	armmel2.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Physalacriaceae					starfish	mycodb	tyr															
armost1	Armillaria	ostoyae	C189	0.0		Armosto1	20210414	jgi	Sipos G et al.,2017	armost1.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Physalacriaceae					starfish	mycodb	tyr															
armsol1	Armillaria	solidipes	284	v1.0		Armost1	20210414	jgi	Sipos G et al.,2017	armsol1.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Physalacriaceae					starfish	mycodb	tyr															
artben1	Arthroderma	benhamiae	CBS112371	0.0		Artbe1	20210414	jgi	Burmester A et al.,N/D	artben1.fa		leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales	Arthrodermataceae					starfish	mycodb	tyr															
artele1	Artolenzites	elegans	CIRMBRFM1122	v1.0		Artele1122_1	20210414	jgi	Hage H et al.,2021	artele1.fa														starfish	mycodb	tyr															
artent1	Arthrobotrys	entomopaga		20200408	SAMN03653092	SAMN03653092	20210414	ncbi	2020/04/08	artent1.fa		saccharomyceta	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes		Orbiliales	Orbiliaceae					starfish	mycodb	tyr															
artfla1	Arthrobotrys	flagrans		20190404	SAMN10185917	SAMN10185917	20210414	ncbi	2019/01/08	artfla1.fa		saccharomyceta	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes		Orbiliales	Orbiliaceae					starfish	mycodb	tyr															
artmat1	Arthromyces	matolae		2021-06-11	SAMN14543191	artmat1	20210709	ncbi	2021/06/11	artmat1.fa		Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Tricholomataceae					starfish	mycodb	tyr															
artoli1	Arthrobotrys	oligospora	ATCC24927	0.0		Artol1	20210414	jgi	Yang J et al.,2011	artoli1.fa	/home/adrian/Systematics/Starship_Database/starbase/SQL/data/faa/captain/tyr/mycodb/YRsuperfamRefs.part_artoli1_7049.faa	saccharomyceta	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes		Orbiliales	Orbiliaceae					starfish	mycodb	tyr														YRsuperfamRefs.part_artoli1_7049.faa	062ca0751b0d35d42f843c914fea080f
artunc1	Arthroderma	uncinatum		20200324	SAMN13175249	SAMN13175249	20210414	ncbi	2020/03/24	artunc1.fa		leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales	Arthrodermataceae					starfish	mycodb	tyr															
ascapi1	Ascosphaera	apis	ARSEF7405	0.0		Ascap1	20210414	jgi	Shang Y et al.,2016	ascapi1.fa		leotiomyceta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales	Ascosphaeraceae					starfish	mycodb	tyr															
ascimm1	Ascobolus	immersus	RN42	v1.0		Ascim1	20210414	jgi	Murat C et al.,2018	ascimm1.fa		saccharomyceta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes		Pezizales	Ascobolaceae					starfish	mycodb	tyr															
asclen1	Ascochyta	lentis		20201203	SAMN10613129	SAMN10613129	20210414	ncbi	2019/01/11	asclen1.fa		dothideomyceta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Didymellaceae		Pleosporineae			starfish	mycodb	tyr															
