asppse15	Aspergillus pseudoviridinutans
asppse6	Aspergillus pseudonomius
asppse7	Aspergillus pseudotamarii
asppse8	Aspergillus pseudocaelatus
asppse9	Aspergillus pseudonomiae
asppuu1	Aspergillus puulaauensis
aspqua1	Aspergillus quadrilineatus
aspram2	Aspergillus rambellii
aspram3	Aspergillus rambellii
asprub1	Aspergillus ruber
aspsac1	Aspergillus saccharolyticus
aspsac2	Aspergillus saccharolyticus
aspscl2	Aspergillus sclerotiicarbonarius
aspscl3	Aspergillus sclerotioniger
aspscl4	Aspergillus sclerotialis
aspscl5	Aspergillus sclerotiorum
aspscl6	Aspergillus sclerotioniger
aspscl7	Aspergillus sclerotiicarbonarius
aspser1	Aspergillus sergii
aspser2	Aspergillus sergii
aspsoj1	Aspergillus sojae
aspsoj2	Aspergillus sojae
aspsoj3	Aspergillus sojae
aspsoj4	Aspergillus sojae
aspsoj5	Aspergillus sojae
aspsp.1	Aspergillus sp.
aspspi1	Aspergillus spinulosporus
aspspi2	Aspergillus spinulosporus
aspste3	Aspergillus steynii
aspste4	Aspergillus steynii
aspsyd1	Aspergillus sydowii
aspsyd2	Aspergillus sydowii
aspsyd3	Aspergillus sydowii
aspsyd4	Aspergillus sydowii
asptai1	Aspergillus taichungensis
asptai2	Aspergillus taichungensis
asptam1	Aspergillus tamarii
asptam2	Aspergillus tamarii
asptam3	Aspergillus tamarii
asptam4	Aspergillus tamarii
asptan1	Aspergillus tanneri
aspter1	Aspergillus terreus
aspter10	Aspergillus terreus
aspter2	Aspergillus terreus
aspter3	Aspergillus terreus
aspter4	Aspergillus terreus
aspter5	Aspergillus terreus
aspter6	Aspergillus terreus
aspter7	Aspergillus terreus
aspter8	Aspergillus terreus
aspter9	Aspergillus terreus
aspthe1	Aspergillus thermomutatus
asptra2	Aspergillus transmontanensis
asptra3	Aspergillus transmontanensis
asptri1	Aspergillus tritici
asptub1	Aspergillus tubingensis
asptub10	Aspergillus tubingensis
asptub2	Aspergillus tubingensis
asptub3	Aspergillus tubingensis
asptub4	Aspergillus tubingensis
asptub5	Aspergillus tubingensis
asptub6	Aspergillus tubingensis
asptub7	Aspergillus tubingensis
asptub8	Aspergillus tubingensis
asptub9	Aspergillus tubingensis
asptur1	Aspergillus turcosus
asptur2	Aspergillus turcosus
aspuda1	Aspergillus udagawae
aspuda2	Aspergillus udagawae
aspuda3	Aspergillus udagawae
aspuda4	Aspergillus udagawae
aspuda5	Aspergillus udagawae
aspuda6	Aspergillus udagawae
aspuda7	Aspergillus udagawae
aspung1	Aspergillus unguis
aspung2	Aspergillus unguis
aspung3	Aspergillus unguis
aspung4	Aspergillus unguis
aspust1	Aspergillus ustus
aspuva1	Aspergillus uvarum
aspuva2	Aspergillus uvarum
aspvad1	Aspergillus vadensis
aspvad2	Aspergillus vadensis
aspver1	Aspergillus versicolor
aspver2	Aspergillus versicolor
aspvio1	Aspergillus violaceofuscus
aspvio2	Aspergillus violaceofuscus
aspvir1	Aspergillus viridinutans
aspvir2	Aspergillus viridinutans
aspwel1	Aspergillus welwitschiae
aspwel2	Aspergillus welwitschiae
aspwel3	Aspergillus welwitschiae
aspwel4	Aspergillus welwitschiae
aspwel5	Aspergillus welwitschiae
aspwen1	Aspergillus wentii
aspwes1	Aspergillus westerdijkiae
aspwes2	Aspergillus westerdijkiae
aspzon1	Aspergillus zonatus
astodo1	Astraeus odoratus
astpar1	Asterophora parasitica
astsub1	Astrocystis sublimbata
athara1	Athelia arachnoidea
athara2	Athelia arachnoidea
athdec1	Athelia decipiens
athepi1	Athelia epiphylla
athter1	Athelia termitophila
athter2	Athelia termitophila
aulhed1	Aulographum hederae
auramp1	Auriculariopsis ampla
aurmel1	Aureobasidium melanogenum
aurmus1	Aureobasidium mustum
aurnam1	Aureobasidium namibiae
aurpul1	Aureobasidium pullulans
aurpul2	Aureobasidium pullulans
aurpul3	Aureobasidium pullulans
aurpul4	Aureobasidium pullulans
aurpul5	Aureobasidium pullulans
aurpul6	Aureobasidium pullulans
aursp.1	Aureobasidium sp.
aursp.2	Auriculariales sp.
aursub2	Aureobasidium subglaciale
aursub3	Auricularia subglabra
auruva1	Aureobasidium uvarum
aurvin1	Aureobasidium vineae
aurvul1	Auriscalpium vulgare
auspsi1	Austropuccinia psidii
babino1	Babjeviella inositovora
bacgig1	Bacidia gigantensis
basmer1	Basidiobolus meristosporus
batden1	Batrachochytrium dendrobatidis
batden2	Batrachochytrium dendrobatidis
batsal1	Batrachochytrium salamandrivorans
baucom1	Baudoinia compniacensis
baupan1	Baudoinia panamericana
beabas1	Beauveria bassiana
beabas2	Beauveria bassiana
beabro1	Beauveria brongniartii
bifade1	Bifiguratus adelaidae
bimnov1	Bimuria novae-zelandiae
bipmay1	Bipolaris maydis
bipmay2	Bipolaris maydis
bipory1	Bipolaris oryzae
bipsor1	Bipolaris sorokiniana
bipsor2	Bipolaris sorokiniana
bipzei1	Bipolaris zeicola
bismar1	Biscogniauxia marginata
bismed1	Biscogniauxia mediterranea
bismed2	Biscogniauxia mediterranea
bissp.1	Biscogniauxia sp.
bjeadu1	Bjerkandera adusta
blaar.1	Blastobotrys (Arxula)
blader2	Blastomyces dermatitidis
blader3	Blastomyces dermatitidis
blader4	Blastomyces dermatitidis
blader5	Blastomyces dermatitidis
blagil1	Blastomyces gilchristii
blapar1	Blastomyces parvus
blaper1	Blastomyces percursus
blasil1	Blastomyces silverae
blazon1	Blastosporella zonata
blugra3	Blumeria graminis
blugra4	Blumeria graminis
blugra5	Blumeria graminis
blugra6	Blumeria graminis
blugra7	Blumeria graminis
blugra9	Blumeria graminis
bluhor1	Blumeria hordei
blyhel1	Blyttiomyces helicus
boeexi1	Boeremia exigua
boledu1	Boletus edulis
boledu2	Boletus edulis
bolret1	Boletus reticuloceps
bonmes1	Bondarzewia mesenterica
botacl1	Botrytis aclada
botbot1	Botryobasidium botryosum
botbys1	Botrytis byssoidea
botcal1	Botryotinia calthae
botcin3	Botrytis cinerea
botcin4	Botrytis cinerea
botcin5	Botrytis cinerea
botcon1	Botryotinia convoluta
botdew1	Botrytis deweyae
botdot1	Botryosphaeria dothidea
botell1	Botrytis elliptica
botell2	Botrytis elliptica
botfra1	Botrytis fragariae
botgal1	Botrytis galanthina
botglo1	Botryotinia globosa
bothya1	Botrytis hyacinthi
botnar1	Botryotinia narcissicola
botpae1	Botrytis paeoniae
botpor1	Botrytis porri
botpor2	Botrytis porri
botsin1	Botrytis sinoallii
botsqu1	Botryotinia squamosa
bottul1	Botrytis tulipae
brebru10	Brettanomyces bruxellensis
brebru2	Brettanomyces bruxellensis
brebru3	Brettanomyces bruxellensis
brebru5	Brettanomyces bruxellensis
brebru6	Brettanomyces bruxellensis
brenaa1	Brettanomyces naardenensis
brenan1	Brettanomyces nanus
butros1	Butyriboletus roseoflavus
byscir1	Byssothecium circinans
bysspe1	Byssochlamys spectabilis
cadmal1	Cadophora malorum
cadsp.1	Cadophora sp.
cadsp.2	Cadophora sp.
caechu1	Caecomyces churrovis
calcor1	Calocera cornea
calmar1	Calycina marina
calvis1	Calocera viscosa
camtin1	Camillea tinctor
canafr1	Candida africana
canalb10	Candida albicans
canalb11	Candida albicans
canalb12	Candida albicans
canalb13	Candida albicans
canalb14	Candida albicans
canalb15	Candida albicans
canalb16	Candida albicans
canalb17	Candida albicans
canalb18	Candida albicans
canalb19	Candida albicans
canalb2	Candida albicans
canalb20	Candida albicans
canalb21	Candida albicans
canalb22	Candida albicans
canalb23	Candida albicans
canalb24	Candida albicans
canalb25	Candida albicans
canalb26	Candida albicans
canalb27	Candida albicans
canalb28	Candida albicans
canalb3	Candida albicans
canalb4	Candida albicans
canalb7	Candida albicans
canalb8	Candida albicans
canalb9	Candida albicans
cananz1	Cantharellus anzutake
canara1	Candida arabinofermentans
canaur1	Candida auris
canaur2	Candida auris
canaur3	Candida auris
canaur4	Candida auris
canaur5	Candida auris
canaur6	Candida auris
canaur7	Candida auris
canaur8	Candida auris
canboi1	Candida boidinii
cancal1	Candida californica
cancal2	Candida californica
candub1	Candida dubliniensis
canduo1	Candida duobushaemulonis
cangla1	Candida glabrata
cangla10	Candida glabrata
cangla11	Candida glabrata
cangla12	Candida glabrata
cangla13	Candida glabrata
cangla2	Candida glabrata
cangla3	Candida glabrata
cangla4	Candida glabrata
cangla5	Candida glabrata
cangla6	Candida glabrata
cangla7	Candida glabrata
cangla8	Candida glabrata
cangla9	Candida glabrata
canhae1	Candida haemuloni
canhae2	Candida haemuloni
canhae3	Candida haemuloni
caninc1	Candida inconspicua
canint1	Candida intermedia
canint2	Candida intermedia
canmal1	Candida maltosa
canmet1	Candida metapsilosis
canort1	Candida orthopsilosis
canpar1	Candida parapsilosis
canpse1	Candida pseudohaemulonii
cansub1	Candida subhashii
cantan1	Candida tanzawaensis
cantro1	Candida tropicalis
canvis1	Candida viswanathii
capcor1	Capronia coronata
capepi1	Capronia epimyces
capsem1	Capronia semiimmersa
catang1	Catenaria anguillulae
caupro1	Caulochytrium protostelioides
caupro2	Caulochytrium protostelioides
cengeo1	Cenococcum geophilum
cerber1	Cercospora berteroae
cerbet1	Cercospora beticola
cerbom1	Ceraceosorus bombacis
cerfim1	Ceratocystis fimbriata
cergua1	Ceraceosorus guamensis
cerkik1	Cercospora kikuchii
cerpla1	Ceratocystis platani
cersp.10	Ceratobasidium sp.
cersp.13	Ceratobasidium sp.
cersp.14	Ceratobasidium sp.
cersp.15	Ceratobasidium sp.
cersp.16	Ceratobasidium sp.
cersp.17	Ceratobasidium sp.
cersp.4	Ceratobasidium sp.
cersp.8	Ceratobasidium sp.
certhe1	Ceratobasidium theobromae
cerzea1	Cercospora zeae-maydis
cerzei1	Cercospora zeina
chafun1	Chaetomium funicola
chaglo1	Chaetomium globosum
chaglo2	Chaetomium globosum
chalon1	Chalara longipes
chasp.2	Chaetomium sp.
chasp.4	Chaetothyriales sp.
chasp.5	Chaetothyriales sp.
chasp.6	Chaetothyriales sp.
chasp.7	Chaetothyriales sp.
chasp.8	Chaetomium sp.
chathe1	Chaetomium thermophilum
chivir1	Chiua virens
chlaer1	Chlorociboria aeruginascens
choven1	Choiromyces venosus
chycon1	Chytriomyces confervae
citmat1	Citeromyces matritensis
claaff1	Claviceps aff.
claaff2	Claviceps aff.
claafr1	Claviceps africana
claaqu1	Clavariopsis aquatica
claaru1	Claviceps arundinis
claaru2	Claviceps arundinis
claban1	Cladophialophora bantiana
clacap1	Claviceps capensis
clacar1	Cladophialophora carrionii
clacit1	Claviceps citrina
clacyp1	Claviceps cyperi
cladig1	Claviceps digitariae
claely1	Clathrospora elynae
claful1	Cladosporium fulvum
clagra1	Cladonia grayi
clahum1	Claviceps humidiphila
claimm1	Cladophialophora immunda
clalov1	Claviceps lovelessii
clalus2	Clavispora lusitaniae
clamax1	Claviceps maximensis
clamon1	Claviceps monticola
clapaz1	Claviceps pazoutovae
clapsa1	Cladophialophora psammophila
clapur1	Claviceps purpurea
clapus1	Claviceps pusilla
clapyx1	Clavicorona pyxidata
clasor1	Claviceps sorghi
clasp.1	Clavulina sp.
clasp.10	Claviceps sp.
clasp.11	Claviceps sp.
clasp.2	Claviceps sp.
clasp.3	Claviceps sp.
clasp.4	Claviceps sp.
clasp.5	Claviceps sp.
clasp.6	Claviceps sp.
clasp.7	Claviceps sp.
clasp.8	Claviceps sp.
clasp.9	Claviceps sp.
claspa1	Claviceps spartinae
clasph1	Cladosporium sphaerospermum
clayeg1	Cladophialophora yegresii
cligib1	Clitocybe gibba
cloaqu1	Clohesyomyces aquaticus
clobys1	Clonostachys byssicola
clorhi1	Clonostachys rhizophaga
closol1	Clonostachys solani
coccar1	Cochliobolus carbonum
cocimm1	Coccidioides immitis
cocimm2	Coccidioides immitis
cocimm3	Coccidioides immitis
cocimm4	Coccidioides immitis
coclun1	Cochliobolus lunatus
cocmiy1	Cochliobolus miyabeanus
cocpos2	Coccidioides posadasii
cocpos3	Coccidioides posadasii
cocpos4	Coccidioides posadasii
cocpos5	Coccidioides posadasii
cocsat1	Cochliobolus sativus
cocvic1	Cochliobolus victoriae
coerev1	Coemansia reversa
colaen1	Colletotrichum aenigma
colasi1	Colletotrichum asianum
colcam1	Colletotrichum camelliae
colchl1	Colletotrichum chlorophyti
colcra1	Coleophoma crateriformis
colcyl1	Coleophoma cylindrospora
colfio1	Colletotrichum fioriniae
colfru1	Colletotrichum fructicola
colfru2	Colletotrichum fructicola
colfru3	Colletotrichum fructicola
colfru4	Colletotrichum fructicola
colfru5	Colletotrichum fructicola
colfru6	Colletotrichum fructicola
colfru7	Colletotrichum fructicola
colglo1	Colletotrichum gloeosporioides
colgra1	Colletotrichum graminicola
colhig1	Colletotrichum higginsianum
colinc1	Colletotrichum incanum
colkar1	Colletotrichum karsti
colmus1	Colletotrichum musicola
colnym1	Colletotrichum nymphaeae
colorb1	Colletotrichum orbiculare
colorb2	Colletotrichum orbiculare
colorc1	Colletotrichum orchidophilum
colplu1	Colletotrichum plurivorum
colsal1	Colletotrichum salicis
colsco1	Colletotrichum scovillei
colshi1	Colletotrichum shisoi
colsia1	Colletotrichum siamense
colsia2	Colletotrichum siamense
colsia3	Colletotrichum siamense
colsia4	Colletotrichum siamense
colsia5	Colletotrichum siamense
colsid1	Colletotrichum sidae
colsim1	Colletotrichum simmondsii
colsoj1	Colletotrichum sojae
colspi1	Colletotrichum spinosum
colsub1	Colletotrichum sublineola
coltan1	Colletotrichum tanaceti
coltof2	Colletotrichum tofieldiae
coltri1	Colletotrichum trifolii
coltro1	Colletotrichum tropicale
coltru1	Colletotrichum truncatum
colvin1	Colletotrichum viniferum
conapo1	Coniosporium apollinis
concor1	Conidiobolus coronatus
conlig1	Coniochaeta ligniaria
conoli1	Coniophora olivacea
conpul1	Coniochaeta pulveracea
conput1	Coniophora puteana
consp.1	Coniochaeta sp.
copang1	Coprinellus angulatus
copcin1	Coprinopsis cinerea
copcin2	Coprinopsis cinerea
copmar1	Coprinopsis marcescibilis
copmic1	Coprinellus micaceus
copsp.1	Coprinopsis sp.
corcas1	Corynespora cassiicola
corcas2	Corynespora cassiicola
corfum1	Cordyceps fumosorosea
corgla1	Cortinarius glaucopus
corjav1	Cordyceps javanica
corjav2	Cordyceps javanica
cormil1	Cordyceps militaris
corsp.1	Cordyceps sp.
crafun1	Crassisporium funariophilum
crevar1	Crepidotus variabilis
croque1	Cronartium quercuum
crulae1	Crucibulum laeve
cryamy1	Cryptococcus amylolentus
cryamy2	Cryptococcus amylolentus
crycf.1	Cryptococcus cf.
crycur1	Cryptococcus curvatus
crydep1	Cryptococcus depauperatus
crydep2	Cryptococcus depauperatus
cryflo1	Cryptococcus floricola
crygat10	Cryptococcus gattii
crygat11	Cryptococcus gattii
crygat12	Cryptococcus gattii
crygat13	Cryptococcus gattii
crygat14	Cryptococcus gattii
crygat15	Cryptococcus gattii
crygat16	Cryptococcus gattii
crygat17	Cryptococcus gattii
crygat2	Cryptococcus gattii
crygat3	Cryptococcus gattii
crygat4	Cryptococcus gattii
crygat5	Cryptococcus gattii
crygat6	Cryptococcus gattii
crygat7	Cryptococcus gattii
crygat8	Cryptococcus gattii
crygat9	Cryptococcus gattii
crymin1	Cryomyces minteri
cryneo1	Cryptococcus neoformans
cryneo10	Cryptococcus neoformans
cryneo11	Cryptococcus neoformans
cryneo12	Cryptococcus neoformans
cryneo13	Cryptococcus neoformans
cryneo14	Cryptococcus neoformans
cryneo15	Cryptococcus neoformans
cryneo16	Cryptococcus neoformans
cryneo17	Cryptococcus neoformans
cryneo18	Cryptococcus neoformans
cryneo19	Cryptococcus neoformans
cryneo2	Cryptococcus neoformans
cryneo20	Cryptococcus neoformans
cryneo21	Cryptococcus neoformans
cryneo22	Cryptococcus neoformans
